term	first_stage	exact_hit	lower_hit	is_illegible	dict_candidates	matcher_candidates	uuid_overlap	max_frequency
Jeannette	mnt	True	True	False	5	8	4	22
Jefferson	mnt	True	True	False	224	204	202	882
Jefferson City	mnt	True	True	False	4	4	4	36
Jefferson County	transform	False	False	False	0	25	0	0
Jefferson Davis Soldier Home dormitory	unmatched	False	False	False	0	0	0	0
Jefferson county	transform	False	False	False	0	25	0	0
Jefferson district	transform	False	False	False	0	204	0	0
Jeffersonville	mnt	True	True	False	11	10	10	41
Jeffersonville Ind. Hospital	unmatched	False	False	False	0	0	0	0
Jekyl Island	spelling	False	False	False	0	1	0	0
Jenkins home in Bluejacket	unmatched	False	False	False	0	0	0	0
Jercy hospital	unmatched	False	False	False	0	0	0	0
Jermain Methodist Chuch	unmatched	False	False	False	0	0	0	0
Jerome	mnt	True	True	False	21	20	20	31
Jersey City	mnt	True	True	False	2	2	2	152
Jersey ville	mnt	False	True	False	1	4	1	1
Jesse	mnt	True	True	False	2	9	2	4
Jewell	mnt	True	True	False	16	43	15	136
Jewish Consumptives Relief Society sanatorium	unmatched	False	False	False	0	0	0	0
John F.Kennedy Hospital	unmatched	False	False	False	0	0	0	0
John Jr.	unmatched	False	False	False	0	0	0	0
John Knox Village	mnt	True	True	False	1	1	1	4
John Kyle at Perlee	unmatched	False	False	False	0	0	0	0
John Seal APF Hospital	unmatched	False	False	False	0	0	0	0
John and Lafayette Streets	unmatched	False	False	False	0	0	0	0
Johnson County	transform	True	True	False	1	27	0	1
Johnson Street	pa_name	False	False	False	0	1	0	0
Johnston's home	unmatched	False	False	False	0	0	0	0
Johnstown	mnt	True	True	False	27	43	27	105
Joliet	mnt	True	True	False	4	5	4	78
Jones county	mnt	False	False	False	0	9	0	0
Jonesboro	mnt	True	True	False	16	14	13	31
Jonesville	mnt	True	True	False	24	35	24	14
Joplin	mnt	True	True	False	8	14	8	65
Jordan	mnt	True	True	False	38	37	36	13
Jorgensons Holiday Inn	unmatched	False	False	False	0	0	0	0
Judge	mnt	True	True	False	2	5	2	2
Junction	mnt	True	True	False	23	15	14	10
Juniata	mnt	True	True	False	11	11	11	149
KB	unmatched	False	False	False	0	0	0	0
KEATONS MORTUARY	unmatched	False	False	False	0	0	0	0
KL.	unmatched	False	False	False	0	0	0	0
KY	mnt	True	True	False	2	9	1	3065
Kadoka	mnt	True	True	False	1	4	1	7
Kalikikai	unmatched	False	False	False	0	0	0	0
Kalispell	mnt	True	True	False	1	2	1	58
Kalispell area	mnt	False	False	False	0	2	0	0
Kalona	mnt	True	True	False	2	17	2	8
Kamehameha	unmatched	False	False	False	0	0	0	0
Kan	mnt	True	True	False	2	12	1	1
Kan.	mnt	True	True	False	1	12	1	1
Kannapolis	mnt	True	True	False	1	9	1	29
Kansas	mnt	True	True	False	16	12	12	14565
Kansas City	mnt	True	True	False	4	4	4	222
Kansas Territory	mnt	True	True	False	1	2	1	1
Kantor	spelling	False	False	False	0	1	0	0
Kapalama	spelling	True	True	False	1	2	1	1
Karta Be tracks	unmatched	False	False	False	0	0	0	0
Karttun Street	unmatched	False	False	False	0	0	0	0
Kas	mnt	True	True	False	1	14	1	1
Kas.	mnt	True	True	False	1	12	1	1
Kate B. Reynolds Hospice House	unmatched	False	False	False	0	0	0	0
Katrime	mnt	True	True	False	1	3	1	1
Kaw.	unmatched	False	False	False	0	0	0	0
Kearney	mnt	True	True	False	13	19	13	77
Kearny	mnt	True	True	False	7	22	7	29
Keleny	unmatched	False	False	False	0	0	0	0
Kelleytown	mnt	True	True	False	1	7	1	3
Kelsey Bridge	unmatched	False	False	False	0	0	0	0
Kelsize Mountain	unmatched	False	False	False	0	0	0	0
Kemper	mnt	True	True	False	6	11	5	119
Kendallville	mnt	True	True	False	2	2	2	18
Kendallville Manor Health Care Center	unmatched	False	False	False	0	0	0	0
Kendehein	unmatched	False	False	False	0	0	0	0
Kenmore hotel room	unmatched	False	False	False	0	0	0	0
Kenna	mnt	True	True	True	2	20	2	6
Kennebec County	mnt	False	False	False	0	1	0	0
Kennebes County	spelling	False	False	False	0	6	0	0
Kennedy General Hospital	unmatched	False	False	False	0	0	0	0
Kenosha	mnt	True	True	False	2	2	2	90
Kenova yards	unmatched	False	False	False	0	0	0	0
Kensington	mnt	True	True	False	22	31	20	506
Kensington Street	unmatched	False	False	False	0	0	0	0
Kent	mnt	True	True	False	47	36	34	3815
Kentfield	mnt	True	True	False	2	3	2	8
Kenton	mnt	True	True	False	15	192	13	140
Kentucky	mnt	True	True	False	14	12	8	21530
Kentucky border	unmatched	False	False	False	0	0	0	0
Kenwood	mnt	True	True	False	20	46	20	4
Keokuk	mnt	True	True	False	3	3	3	145
Keokuk county	mnt	False	False	False	0	1	0	0
Keosa	spelling	False	False	True	0	7	0	0
Keosauqua	mnt	True	True	False	1	1	1	17
Keota	mnt	True	True	True	5	19	5	9
Keowwhe Avenue SE	unmatched	False	False	False	0	0	0	0
Kern River canyon	unmatched	False	False	False	0	0	0	0
Kerr County	transform	False	False	False	0	1	0	0
Kerr St.	unmatched	False	False	False	0	0	0	0
Kersey	mnt	True	True	False	5	30	4	23
Keshena	mnt	True	True	False	1	2	1	10
Kewaunee County	transform	False	False	False	0	6	0	0
Key West	mnt	True	True	False	6	7	6	34
Keyesport	mnt	True	True	False	1	1	1	7
Keyser	mnt	True	True	False	4	11	4	22
Keyser Memorial Hospital	unmatched	False	False	False	0	0	0	0
Keystone Shortway construction area	unmatched	False	False	False	0	0	0	0
Khost area	transform	False	False	False	0	5	0	0
Kilgores station	unmatched	False	False	False	0	0	0	0
Kilkinney	unmatched	False	False	False	0	0	0	0
Killarney near Windsor	unmatched	False	False	False	0	0	0	0
Kilmalcolm	spelling	True	True	False	1	1	1	1
Kilner's confectionery	unmatched	False	False	False	0	0	0	0
Kilpourn Crry	unmatched	False	False	False	0	0	0	0
Kimberley	mnt	True	True	False	6	20	6	41
Kimbrough Rest Home	unmatched	False	False	False	0	0	0	0
Kincora	mnt	True	True	False	1	4	1	1
Kinderhook Street	unmatched	False	False	False	0	0	0	0
King Run	unmatched	False	False	False	0	0	0	0
King Street	pa_name	False	False	False	0	1	0	0
Kingman	mnt	True	True	False	9	14	8	124
Kingman Community	transform	False	False	False	0	14	0	0
Kings County	mnt	False	True	False	1	29	0	1
Kings Eve	unmatched	False	False	False	0	0	0	0
Kings House Road	unmatched	False	False	False	0	0	0	0
Kings Mountain	mnt	True	True	False	4	4	4	19
Kings Villa	unmatched	False	False	False	0	0	0	0
Kingsland	mnt	True	True	False	9	10	9	23
Kingsmere summer home	unmatched	False	False	False	0	0	0	0
Kingston	mnt	True	True	False	79	83	63	178
Kingston 19	unmatched	False	False	False	0	0	0	0
Kingston 6	unmatched	False	False	False	0	0	0	0
Kingston Gardens	unmatched	False	False	False	0	0	0	0
Kingston Residence of Santa Fe	unmatched	False	False	False	0	0	0	0
Kingston area (in motorcar)	unmatched	False	False	False	0	0	0	0
Kingsville	mnt	True	True	False	11	15	10	14
Kingsville Air Station	unmatched	False	False	False	0	0	0	0
Kinistina	spelling	False	False	False	0	2	0	0
Kinnickinnic River	unmatched	False	False	False	0	0	0	0
Kinsport	spelling	False	False	False	0	4	0	0
Kiowa	mnt	True	True	False	15	43	15	72
Kirksville	mnt	True	True	False	4	9	4	24
Kirkweille	unmatched	False	False	False	0	0	0	0
Kirtland	mnt	True	True	False	3	21	2	17
Kissimmee	mnt	True	True	False	2	2	2	18
Kistler	mnt	True	True	False	3	4	3	5
Kitchin home here	unmatched	False	False	False	0	0	0	0
Kitzenten	unmatched	False	False	False	0	0	0	0
Kleen burn	spelling	False	False	False	0	1	0	0
Kloeckner Memorial church	unmatched	False	False	False	0	0	0	0
Kloppersingel	unmatched	False	False	False	0	0	0	0
Kmar	unmatched	False	False	False	0	0	0	0
Knixsvillg	unmatched	False	False	False	0	0	0	0
Knouf residence	unmatched	False	False	False	0	0	0	0
Knox	mnt	True	True	False	38	35	33	358
Knox County	transform	False	False	False	0	9	0	0
Kokomo	mnt	True	True	False	8	10	8	63
Koolik	spelling	False	False	False	0	1	0	0
Koonz road	unmatched	False	False	False	0	0	0	0
Kootenai County	transform	False	False	False	0	1	0	0
Korea	mnt	True	True	False	4	16	4	7
Kp .Wathin	unmatched	False	False	False	0	0	0	0
Kremlin	mnt	True	True	False	4	4	4	5
Kremlin Lutheran church	unmatched	False	False	False	0	0	0	0
Krohn hospital at Black River Falls	unmatched	False	False	False	0	0	0	0
Kudnit	unmatched	False	False	False	0	0	0	0
Kuernsey county	spelling	False	False	False	0	10	0	0
Kulaha	unmatched	False	False	False	0	0	0	0
Kwxtontstows	unmatched	False	False	False	0	0	0	0
Ky	mnt	True	True	False	2	9	1	3065
Ky.	mnt	True	True	False	1	9	1	629
L. I.	mnt	True	True	False	1	1	1	4
L. W. Canby farm	unmatched	False	False	False	0	0	0	0
L.A.	mnt	True	True	False	1	1	1	2
L.I.	mnt	False	False	False	0	1	0	0
LENA	mnt	True	True	False	14	14	14	11
La	mnt	True	True	False	2	6	2	1682
La Belle	mnt	True	True	False	7	11	7	10
La Crosse	mnt	True	True	False	12	11	11	133
La Crosse County	transform	True	True	False	1	3	0	1
La Fargeville	mnt	True	True	False	1	1	1	7
La Galle street	unmatched	False	False	False	0	0	0	0
La Grange	mnt	True	True	False	25	32	25	21
La Grange Cemetery	unmatched	False	False	False	0	0	0	0
La HarpeDavie Health Care Center	unmatched	False	False	False	0	0	0	0
La Marque	mnt	True	True	False	1	2	1	12
La Quinta	mnt	True	True	False	2	3	2	8
La Salle County	transform	False	False	False	0	14	0	0
La colle	name_variant	False	False	False	0	1	0	0
La imeca	unmatched	False	False	False	0	0	0	0
La.	mnt	True	True	False	1	3	1	476
LaCrosse	mnt	True	True	False	10	11	9	8
LaFourche Parish	mnt	False	False	False	0	1	0	0
LaMars	mnt	True	True	False	1	33	1	1
LaRue	mnt	True	True	False	8	16	8	33
LaVale	mnt	True	True	False	1	10	1	3
Lac du Bonnet Curling Club	unmatched	False	False	False	0	0	0	0
Laceyville	mnt	True	True	False	1	4	1	12
Lackawanna County	mnt	False	False	False	0	1	0	0
Lacon	mnt	True	True	False	4	55	4	20
Ladonia	mnt	True	True	False	3	17	3	12
Lafayette	mnt	True	True	False	61	55	52	138
Lafayette Home Hospital	unmatched	False	False	False	0	0	0	0
Lafayette Soldiers Tome	unmatched	False	False	False	0	0	0	0
Lafayette apartment building	unmatched	False	False	False	0	0	0	0
Lagrange county	transform	False	False	False	0	18	0	0
Laguna province	unmatched	False	False	False	0	0	0	0
Lailarpe	unmatched	False	False	False	0	0	0	0
Laird Memorial hospital	mnt	False	True	False	1	1	1	1
Lake (the Lake at Newnan)	unmatched	False	False	False	0	0	0	0
Lake Alfred	mnt	True	True	False	1	1	1	10
Lake Charles	mnt	True	True	False	2	2	2	30
Lake City hospital	unmatched	False	False	False	0	0	0	0
Lake County	transform	True	True	False	1	13	0	1
Lake Forest	mnt	True	True	False	13	15	12	25
Lake Forest cemetery	mnt	False	True	False	1	1	1	1
Lake Gardner	unmatched	True	True	False	1	0	0	1
Lake Geneva	mnt	True	True	False	2	2	2	20
Lake Huron Railroad Company elevator	unmatched	False	False	False	0	0	0	0
Lake Jackson	mnt	True	True	False	3	3	3	10
Lake Luzerne	mnt	True	True	False	1	3	1	9
Lake Mendota	unmatched	False	False	False	0	0	0	0
Lake Michigan	unmatched	False	False	False	0	0	0	0
Lake Nokomis	unmatched	False	False	False	0	0	0	0
Lake Norfolk east shore	unmatched	False	False	False	0	0	0	0
Lake Orton	spelling	False	False	False	0	2	0	0
Lake Park	mnt	True	True	False	12	14	12	10
Lake Placid	mnt	True	True	False	3	3	3	10
Lake Robbin	unmatched	False	False	False	0	0	0	0
Lake Shore yards	unmatched	False	False	False	0	0	0	0
Lake side	mnt	False	True	False	2	40	2	2
Lakeland	mnt	True	True	False	19	24	18	47
Lakes Entrance cemetery	unmatched	False	False	False	0	0	0	0
Lakewood	mnt	True	True	False	27	32	26	44
Lakewood family home	unmatched	False	False	False	0	0	0	0
Lamar County	mnt	False	False	False	0	22	0	0
Lampasas	mnt	True	True	False	2	2	2	36
Lancashire	mnt	True	True	False	6	2	2	3043
Lancaster	mnt	True	True	False	42	41	35	777
Lancaster County	transform	False	False	False	0	7	0	0
Landakotsspitala	unmatched	False	False	False	0	0	0	0
Lander	mnt	True	True	False	5	39	4	44
Landmark	mnt	True	True	False	4	6	4	1
Lane County	mnt	True	True	False	1	1	0	1
Langestraat 25	unmatched	False	False	False	0	0	0	0
Langford	mnt	True	True	False	14	32	12	87
Langhorne	mnt	True	True	False	1	2	1	16
Langley	mnt	True	True	False	28	31	22	23
Lanhington	unmatched	False	False	False	0	0	0	0
Lansing	mnt	True	True	False	19	21	19	78
Lansino	spelling	False	False	False	0	18	0	0
Larch Street	unmatched	False	False	False	0	0	0	0
Larchmont	mnt	True	True	False	6	6	5	12
Larkin mine	unmatched	False	False	False	0	0	0	0
Las Canoas	unmatched	False	False	False	0	0	0	0
Las Gabriel	unmatched	False	False	False	0	0	0	0
Las Vegas	mnt	True	True	False	3	6	3	46
Last Chance restaurant	unmatched	False	False	False	0	0	0	0
Latrobe	mnt	True	True	False	4	4	4	37
Lattingtown Road	unmatched	False	False	False	0	0	0	0
Laurel	mnt	True	True	False	27	29	23	121
Lauren	mnt	True	True	False	2	42	2	1
Lavaca	mnt	True	True	False	3	3	3	88
Law	mnt	True	True	False	1	1	1	1
Lawrence	mnt	True	True	False	61	59	56	248
Lawrence Drive	unmatched	False	False	False	0	0	0	0
Lawrence Memorial Hospital	mnt	False	False	False	0	1	0	0
Lawton	mnt	True	True	False	20	66	18	32
Leaville	spelling	False	False	False	0	15	0	0
Lebanon	mnt	True	True	False	46	41	40	232
Leck Hayes	unmatched	False	False	False	0	0	0	0
Lee	mnt	True	True	False	63	55	53	181
Lee Center	mnt	True	True	False	3	4	3	10
Lee County	transform	False	False	False	0	12	0	0
Lee Gaskill	unmatched	False	False	False	0	0	0	0
Leebury	spelling	False	False	False	0	2	0	0
Legacy Funeral Home	unmatched	False	False	False	0	0	0	0
Lemons community	transform	False	False	False	0	23	0	0
Lemplys grove	unmatched	False	False	False	0	0	0	0
Len	unmatched	False	False	False	0	0	0	0
Lenawee County	transform	False	False	False	0	1	0	0
Lenhartsville	mnt	True	True	False	1	1	1	7
Lenoir	mnt	True	True	False	4	2	2	153
Lenox	mnt	True	True	False	17	24	17	21
Lenox Apartments	unmatched	False	False	False	0	0	0	0
Lenox Hill Hospital	mnt	True	True	False	2	1	1	2
Lenox Township	transform	False	False	False	0	12	0	0
Leopold Downs	unmatched	False	False	False	0	0	0	0
Les Oiseaux	unmatched	False	False	False	0	0	0	0
Leslie	mnt	True	True	False	19	22	18	73
Lester	mnt	True	True	False	18	38	15	12
Leva mines	unmatched	False	False	False	0	0	0	0
Levisham Hospital	unmatched	False	False	False	0	0	0	0
Levit town	spelling	False	False	False	0	3	0	0
Levittown	mnt	True	True	False	4	3	3	31
Lewis and Clark	mnt	True	True	False	1	1	1	128
Lewisham Hospital	mnt	True	True	False	1	1	1	1
Lexington	mnt	True	True	False	37	37	33	222
Leytonshire	unmatched	False	False	False	0	0	0	0
Liberal	mnt	True	True	False	6	5	5	28
Liberty	mnt	True	True	False	204	202	197	127
Liberty Memorial Hospital	unmatched	False	False	False	0	0	0	0
Libertyville	mnt	True	True	False	9	8	8	35
Libya	mnt	True	True	False	1	1	1	4
Libyan Hills	unmatched	False	False	False	0	0	0	0
Licking County	mnt	False	False	False	0	2	0	0
Life-Saving Station (Block Island)	unmatched	False	False	False	0	0	0	0
Lima	mnt	True	True	False	24	21	19	70
Lime Ridge	mnt	True	True	False	2	3	2	6
Limens	spelling	False	False	False	0	2	0	0
Lincasville Rt	unmatched	False	False	False	0	0	0	0
Lincoln	mnt	True	True	False	239	220	217	268
Lincoln County	transform	True	True	False	4	23	0	1
Lincoln county	transform	True	True	False	4	23	0	1
Lincoln road	unmatched	False	False	False	0	0	0	0
Lincoln township	transform	False	False	False	0	137	0	0
Lindsay warehouse	unmatched	False	False	False	0	0	0	0
Linko	spelling	False	False	False	0	9	0	0
Linlithgow Palace	mnt	True	True	False	1	1	1	2
Linn County	transform	False	False	False	0	4	0	0
Linpleystreet	unmatched	False	False	False	0	0	0	0
Linton	mnt	True	True	False	24	201	23	22
Lisbon	mnt	True	True	False	31	33	30	65
Lisbon District	transform	False	False	False	0	33	0	0
Lititz	mnt	True	True	False	1	1	1	16
Little Church Around the Corner in New York City	unmatched	False	False	False	0	0	0	0
Little Mulgrave	pa_name	False	False	False	0	2	0	0
Livingston	mnt	True	True	False	30	32	29	219
Livingston County	mnt	False	False	False	0	3	0	0
Lloy Geli	unmatched	False	False	False	0	0	0	0
Lochmavor	unmatched	False	False	False	0	0	0	0
Lochwhinnoch	spelling	False	False	False	0	1	0	0
Lock Haven	mnt	True	True	False	1	10	1	32
Lock Haven Private Hospital	unmatched	False	False	False	0	0	0	0
Lockett	mnt	True	True	False	1	6	1	1
Lockport	mnt	True	True	False	12	34	12	31
Locust Grove township	transform	False	False	False	0	5	0	0
Locust Point pier	unmatched	False	False	False	0	0	0	0
Log Chapel on the Notre Dame University campus	unmatched	False	False	False	0	0	0	0
Log Village	spelling	False	False	False	0	1	0	0
Logan	mnt	True	True	False	105	126	101	281
Logansport	mnt	True	True	False	7	8	7	62
Logansport Hospital	mnt	False	False	False	0	1	0	0
Logansport R.R.18	transform	False	False	False	0	8	0	0
Loganton	mnt	True	True	False	1	2	1	16
Loma avenue	unmatched	False	False	False	0	0	0	0
London	mnt	True	True	False	28	50	24	999
Londonerrs	unmatched	False	False	False	0	0	0	0
Lone Rock township	transform	False	False	False	0	4	0	0
Long Beach	mnt	True	True	False	11	17	11	103
Long Branch	mnt	True	True	False	16	15	15	28
Long Island Sound near Greenwich	unmatched	False	False	False	0	0	0	0
Long leaf Nursing Home	unmatched	False	False	False	0	0	0	0
Longe Worth street	unmatched	False	False	False	0	0	0	0
Longreach Hospital	unmatched	False	False	False	0	0	0	0
Longwood	mnt	True	True	False	15	21	15	45
Lookington	spelling	False	False	False	0	4	0	0
Lorain	mnt	True	True	False	6	13	5	213
Lorense	spelling	False	False	False	0	1	0	0
Los Alon	unmatched	False	False	False	0	0	0	0
Los Angeles	mnt	True	True	False	5	4	3	1518
Los Angeles County	mnt	False	False	False	0	1	0	0
Los Angeles city water project	unmatched	False	False	False	0	0	0	0
Los Angeles hospital room	unmatched	False	False	False	0	0	0	0
Los Angeles motel	unmatched	False	False	False	0	0	0	0
Loss	unmatched	False	False	False	0	0	0	0
Lot 65	mnt	True	True	False	1	7	1	2
Loudoun County	mnt	False	False	False	0	11	0	0
Loudoun county	mnt	False	False	False	0	11	0	0
LouisenDort	spelling	False	False	False	0	1	0	0
Louisiana	mnt	True	True	False	9	3	3	12776
Louisville	mnt	True	True	False	24	18	18	217
Loveland	mnt	True	True	False	8	9	8	33
Lowell	mnt	True	True	False	32	107	30	177
Lower Bucks County	mnt	False	False	False	0	1	0	0
Lower Sydenham	unmatched	False	False	False	0	0	0	0
Lower Willis J. Branch	unmatched	False	False	False	0	0	0	0
Lowes Motor Speedway	unmatched	False	False	False	0	0	0	0
Lowville	mnt	True	True	False	5	12	5	17
Loyal	mnt	True	True	False	3	29	3	12
Lubbock	mnt	True	True	False	2	2	2	102
Lucas County	transform	False	False	False	0	9	0	0
Lucasville route 4	transform	False	False	False	0	2	0	0
Lucinda Mason Johnsons home	unmatched	False	False	False	0	0	0	0
Ludington	mnt	True	True	False	6	7	6	30
Ludlow	mnt	True	True	False	22	20	19	95
Ludora cemetery	unmatched	False	False	False	0	0	0	0
Lugano	mnt	True	True	False	2	5	2	2
Luis Lopez	mnt	True	True	False	1	1	1	6
Lundar	mnt	True	True	False	1	3	1	4
Luray	mnt	True	True	False	9	18	9	28
Lutheran Church in Knippa	unmatched	False	False	False	0	0	0	0
Lutheran church in Taneytown	unmatched	False	False	False	0	0	0	0
Lutheran church in the village	unmatched	False	False	False	0	0	0	0
Lutheran hospital	mnt	False	True	False	1	1	1	1
Lutheran parsonage at Tomahawk	unmatched	False	False	False	0	0	0	0
Lutwyche	pa_name	False	False	False	0	1	0	0
Luxemburg	mnt	True	True	False	8	7	7	12
Lyme	mnt	True	True	False	7	4	4	39
Lynch Street house in Fountain	unmatched	False	False	False	0	0	0	0
Lyndhurst	mnt	True	True	False	5	15	5	37
Lynn	mnt	True	True	False	35	33	33	139
Lynn rest home	unmatched	False	False	False	0	0	0	0
Lyona	mnt	True	True	False	2	65	2	1
Lyons	mnt	True	True	False	31	57	30	24
M171 in Webb City	unmatched	False	False	False	0	0	0	0
MA	mnt	True	True	False	1	1	1	1934
MB	mnt	False	False	False	0	1	0	0
MD	mnt	True	True	False	1	7	1	1613
ME	mnt	True	True	False	2	14	2	1450
MERRIOTS	spelling	False	False	False	0	2	0	0
MEXICO CITY	mnt	True	True	False	1	1	1	16
MI	mnt	True	True	False	1	8	1	3474
MICHOACAN	unmatched	True	True	False	1	0	0	33
MKEESPORT	spelling	False	False	False	0	1	0	0
ML	mnt	False	False	False	0	1	0	0
MN	mnt	True	True	False	1	5	1	2879
MO	mnt	True	True	False	3	8	3	3293
MSU Student Union Building	unmatched	False	False	False	0	0	0	0
MT	mnt	True	True	False	1	12	1	541
Ma	mnt	True	True	False	1	1	1	1934
Ma.	mnt	True	True	False	1	1	1	135
Ma. George R. Wright	unmatched	False	False	False	0	0	0	0
MaAss.	mnt	False	True	False	1	1	1	1
MacNeal Memorial Hospital	mnt	True	True	False	1	1	1	1
Mack and Cleves	unmatched	False	False	False	0	0	0	0
Macon	mnt	True	True	False	28	93	25	202
Macon County	mnt	False	False	False	0	69	0	0
Macoupin Area Hospital	unmatched	False	False	False	0	0	0	0
Macoupin County	mnt	False	False	False	0	2	0	0
Madison	mnt	True	True	False	138	125	120	348
Madison County	transform	False	False	False	0	21	0	0
Madison Road	unmatched	False	False	False	0	0	0	0
Madison Township	transform	True	True	False	3	73	0	1
Madison/Oregon area	unmatched	False	False	False	0	0	0	0
Magdalena River	unmatched	False	False	False	0	0	0	0
Maggiore	spelling	False	False	False	0	1	0	0
Magic Plains Nursing Home in Borger	unmatched	False	False	False	0	0	0	0
Maimi County	spelling	False	False	False	0	22	0	0
Main St	unmatched	False	False	False	0	0	0	0
Main St.	unmatched	False	False	False	0	0	0	0
Main Street	unmatched	False	False	False	0	0	0	0
Main Street doorway near Court House Square	unmatched	False	False	False	0	0	0	0
Main and Kinsley sts	unmatched	False	False	False	0	0	0	0
Main and Onehundredand seventythird sts.	unmatched	False	False	False	0	0	0	0
Main street	unmatched	False	False	False	0	0	0	0
Main street crossing of the Hocking Valley railroad	unmatched	False	False	False	0	0	0	0
Maine	mnt	True	True	False	20	38	15	7886
Maine crash site	unmatched	False	False	False	0	0	0	0
Maldonroad	unmatched	False	False	False	0	0	0	0
Man.	unmatched	True	True	False	2	0	0	1
Manasota Beach Road	unmatched	False	False	False	0	0	0	0
Manassas	mnt	True	True	False	2	3	2	17
Manatee County	mnt	False	False	False	0	2	0	0
Manchester	mnt	True	True	False	63	54	50	1912
Mangrove swamp in Florida	unmatched	False	False	False	0	0	0	0
Manhard	mnt	True	True	False	1	2	1	1
Manhattan	mnt	True	True	False	12	12	11	983
Manitoba	mnt	True	True	False	2	1	1	602
Manitowoc	mnt	True	True	False	3	2	2	150
Manitowoc County	mnt	False	False	False	0	1	0	0
Manned Space Center	unmatched	False	False	False	0	0	0	0
Manning River district	transform	False	False	False	0	1	0	0
Manor Care	unmatched	False	False	False	0	0	0	0
Manor Hotel	unmatched	False	False	False	0	0	0	0
Mansfield	mnt	True	True	False	34	36	28	147
Mansfield and Mast funeral home	unmatched	False	False	False	0	0	0	0
Maple Bluff	mnt	True	True	False	1	1	1	4
Maple Grove	mnt	True	True	False	33	30	29	13
Mapleville	mnt	True	True	False	4	6	4	5
Marano Marches	unmatched	False	False	False	0	0	0	0
Maraylya	pa_name	False	False	False	0	1	0	0
Marcellus	mnt	True	True	False	4	4	4	16
Marchena	mnt	True	True	False	1	2	1	2
Marcy chapel	spelling	False	False	False	0	1	0	0
Margaretta	mnt	True	True	False	2	4	2	6
Marin County	mnt	False	False	False	0	230	0	0
Marion	mnt	True	True	False	132	154	126	285
Marion County	transform	False	False	False	0	42	0	0
Maritimes	spelling	False	False	False	0	1	0	0
Maritimes airport	unmatched	False	False	False	0	0	0	0
Mark Hopkins hotel	unmatched	False	False	False	0	0	0	0
Marketwrest near Third	unmatched	False	False	False	0	0	0	0
Marksburg	spelling	False	False	False	0	7	0	0
Marlborough street Chapel	unmatched	False	False	False	0	0	0	0
Marquette	mnt	True	True	False	13	11	11	164
Marquette Hospital	unmatched	False	False	False	0	0	0	0
Marsh township	transform	False	False	False	0	12	0	0
Marshalltown	mnt	True	True	False	3	6	3	37
Marshfield	mnt	True	True	False	17	15	14	45
Marsiield	spelling	False	False	False	0	1	0	0
Martha Kruegel Home	unmatched	False	False	False	0	0	0	0
Martiniparade	unmatched	False	False	False	0	0	0	0
Martinsburg	mnt	True	True	False	13	13	12	58
Mary	mnt	True	True	False	9	7	5	7
Maryland	mnt	True	True	False	19	17	6	14239
Maryvale Community Hospital	unmatched	False	False	False	0	0	0	0
Mascoutah	mnt	True	True	False	1	1	1	18
Maseby	spelling	False	False	False	0	2	0	0
Mason City	mnt	True	True	False	6	6	5	41
Mason State hospital	unmatched	False	False	False	0	0	0	0
Masonic Hospital	mnt	False	True	False	1	1	1	1
Masontown	mnt	True	True	False	3	4	3	17
Mass	mnt	True	True	False	3	1	1	1083
Mass.	mnt	True	True	False	1	5	1	715
Massachusetts	mnt	True	True	False	2	1	1	13106
Massena	mnt	True	True	False	3	5	3	30
Massillon	mnt	True	True	False	3	4	3	54
Masthos	unmatched	False	False	False	0	0	0	0
Maternity hospital	unmatched	False	False	False	0	0	0	0
Maticon	unmatched	False	False	False	0	0	0	0
Matlydale	mnt	True	True	False	1	1	1	1
Matteson	mnt	True	True	False	3	9	3	8
Maugansville	mnt	True	True	False	1	1	1	7
Maumelle township	transform	False	False	False	0	2	0	0
May 31	unmatched	False	False	False	0	0	0	0
Mayd county	unmatched	False	False	False	0	0	0	0
Mayhill	mnt	True	True	False	2	9	2	5
Maynard	mnt	True	True	False	12	15	12	19
Maynard L. Wisner and Miss Letitia Gilbert	unmatched	False	False	False	0	0	0	0
Mayo	mnt	True	True	False	12	15	12	10
Maysville	mnt	True	True	False	19	76	18	20
Maysville nursing home	unmatched	False	False	False	0	0	0	0
Mazzia's home	unmatched	False	False	False	0	0	0	0
Mb	mnt	False	False	False	0	1	0	0
McAllen	mnt	True	True	False	1	1	1	24
McAllen residence	unmatched	False	False	False	0	0	0	0
McArthur Falls	unmatched	False	False	False	0	0	0	0
McArthur Strange hospital	unmatched	False	False	False	0	0	0	0
McCarty and Jackson streets	unmatched	False	False	False	0	0	0	0
McClelland county	spelling	False	False	False	0	5	0	0
McConnellstown	mnt	True	True	False	1	1	1	7
McCook	mnt	True	True	False	5	6	4	60
McCredie Road	unmatched	False	False	False	0	0	0	0
McCuistian Community Hospital	unmatched	False	False	False	0	0	0	0
McCune County hospital	unmatched	False	False	False	0	0	0	0
McDonnellstown	spelling	False	False	False	0	1	0	0
McDonough Street	unmatched	False	False	False	0	0	0	0
McFarland and Stoughton area	unmatched	False	False	False	0	0	0	0
McHenry	mnt	True	True	False	12	11	11	185
McKinley Hill	mnt	True	True	False	1	1	1	1
McLain Fire Brick works	unmatched	False	False	False	0	0	0	0
McLean county	transform	False	False	False	0	11	0	0
McLennan County	mnt	False	False	False	0	1	0	0
McSherrystown	mnt	True	True	False	1	1	1	16
